,app_name,publisher,discount_price,early_access,genres,id,metascore,price,developer,release_date,reviews_url,sentiment,tags,title,url
42963,Hades,Supergiant Games,84.49,0,"Action,Indie,RPG",1145360.0,93.0,84.49,Supergiant GamesSupergiant Games,17 Sep 2020,http://steamcommunity.com/app/1145360/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Action Roguelike,Indie,Action,Roguelite,Hack and Slash,RPG,Mythology,Roguelike,Great Soundtrack,Singleplayer,Dungeon Crawler,Story Rich,Replay Value,Difficult,Isometric,Action RPG,Hand-drawn,Atmospheric,Perma Death,LGBTQ+",Hades,https://store.steampowered.com/app/1145360/Hades/
42964,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,"Dear Villagers, E-Home Entertainment",1897.95,0,"Action,Adventure,Indie,RPG,Strategy",970830.0,71.0,1897.95,"Artefacts StudioDear Villagers, E-Home Entertainment",17 Sep 2020,http://steamcommunity.com/app/970830/reviews/?browsefilter=mostrecent&p=1,Very Positive,"RPG,Adventure,Turn-Based Tactics,Strategy,Turn-Based,Singleplayer,Turn-Based Strategy,Action,Character Customization,Indie,Dungeon Crawler,Funny,Difficult,Tactical,Third Person,Sexual Content,Story Rich,Atmospheric,Fantasy,Great Soundtrack",The Dungeon Of Naheulbeuk: The Amulet Of Chaos,https://store.steampowered.com/app/970830/The_Dungeon_Of_Naheulbeuk_The_Amulet_Of_Chaos/
42975,Wingspan,"Monster Couch, Stonemaier Games, indienova",97.49,0,"Indie,Strategy",1054490.0,84.0,97.49,"Monster CouchMonster Couch, Stonemaier Games, indienova",17 Sep 2020,http://steamcommunity.com/app/1054490/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Local Co-Op,Singleplayer,Local Multiplayer,Board Game,Card Game,Strategy,Relaxing,Turn-Based Strategy,Cute,Nature,PvP,Building,Economy,Resource Management,Asynchronous Multiplayer,Co-op,Tabletop,2D,Multiplayer,Hand-drawn",Wingspan,https://store.steampowered.com/app/1054490/Wingspan/
43081,Rebel Galaxy Outlaw,Double Damage Games,329.99,0,"Action,Adventure,Indie,RPG,Simulation",910830.0,77.0,329.99,Double Damage GamesDouble Damage Games,22 Sep 2020,http://steamcommunity.com/app/910830/reviews/?browsefilter=mostrecent&p=1,Mixed,"Space Sim,Open World,Action-Adventure,Adventure,Sci-fi,Old School,Action,RPG,Simulation,3D,First-Person,Futuristic,Third Person,Robots,Space,Combat,Flight,Nonlinear,Singleplayer,Vehicular Combat",Rebel Galaxy Outlaw,https://store.steampowered.com/app/910830/Rebel_Galaxy_Outlaw/
43087,When The Past Was Around,Toge Productions,101.98,0,"Adventure,Casual,Indie",1164050.0,77.0,101.98,MojikenToge Productions,22 Sep 2020,http://steamcommunity.com/app/1164050/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Hidden Object,Surreal,Female Protagonist,Cute,Relaxing,Atmospheric,Interactive Fiction,Singleplayer,Hand-drawn,Point & Click,2D,Casual,Story Rich,Puzzle,Romance,Abstract,Stylized,Philosophical,Music,Adventure",When The Past Was Around,https://store.steampowered.com/app/1164050/When_The_Past_Was_Around/
43120,Darksburg,Shiro Unlimited,44.99,0,"Action,Indie",939100.0,61.0,179.99,Shiro GamesShiro Unlimited,23 Sep 2020,http://steamcommunity.com/app/939100/reviews/?browsefilter=mostrecent&p=1,Mixed,"Roguelike,Co-op,Action,Medieval,Zombies,Action Roguelike,Replay Value,Multiplayer,PvE,Dark Fantasy,Dark,Atmospheric,Hack and Slash,Top-Down,Difficult,Early Access,Indie,Isometric,Werewolves,Team-Based",Darksburg,https://store.steampowered.com/app/939100/Darksburg/
43128,Gnomes & Goblins,Unknown,224.99,0,Unknown,1157940.0,41.0,224.99,Unknown,unknown,http://steamcommunity.com/app/1157940/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Indie,Casual,VR,Immersive Sim,Atmospheric,Singleplayer,Adventure,Interactive Fiction,Action-Adventure,Fantasy,Cute,Family Friendly,Crafting,Simulation",Gnomes & Goblins,https://store.steampowered.com/app/1157940/Gnomes__Goblins/
43129,Untitled Goose Game,Panic,112.49,0,"Action,Indie",837470.0,79.0,224.99,House HousePanic,23 Sep 2020,http://steamcommunity.com/app/837470/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Funny,Indie,Comedy,Villain Protagonist,Stealth,Co-op,Cute,Multiplayer,Puzzle,Singleplayer,Family Friendly,Physics,Colorful,Sandbox,Action,Local Co-Op,Third Person,Adventure,Local Multiplayer,Simulation",Untitled Goose Game,https://store.steampowered.com/app/837470/Untitled_Goose_Game/
43130,Unrailed!,"Daedalic Entertainment, bilibili(China)",119.7,0,"Action,Casual,Indie",1016920.0,77.0,399.0,"Indoor AstronautDaedalic Entertainment, bilibili(China)",23 Sep 2020,http://steamcommunity.com/app/1016920/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Open World Survival Craft,Casual,Co-op,Multiplayer,Local Co-Op,Online Co-Op,Action,Trains,Local Multiplayer,Procedural Generation,Indie,Funny,4 Player Local,Voxel,Family Friendly,Survival,Isometric,Controller,Competitive,Cute",Unrailed!,https://store.steampowered.com/app/1016920/Unrailed/
43148,Embracelet,machineboy,19.99,0,"Adventure,Indie",1311510.0,85.0,19.99,Mattis Folkestadmachineboy,23 Sep 2020,http://steamcommunity.com/app/1311510/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Adventure,Indie,Story Rich,Exploration,Music,Choices Matter,Puzzle,Comic Book",Embracelet,https://store.steampowered.com/app/1311510/Embracelet/
43299,Spelunky 2,Mossmouth,66.49,0,"Action,Indie",418530.0,91.0,66.49,"Mossmouth, BlitWorksMossmouth",29 Sep 2020,http://steamcommunity.com/app/418530/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Platformer,Action Roguelike,2D Platformer,Perma Death,Roguelite,Online Co-Op,Co-op,Difficult,Indie,Replay Value,Procedural Generation,4 Player Local,Roguelike,PvP,Local Co-Op,Action,2D,Side Scroller,Cute,Funny",Spelunky 2,https://store.steampowered.com/app/418530/Spelunky_2/
43309,Bartlow's Dread Machine,"Beep Games, Inc.",179.99,0,Action,1228870.0,70.0,179.99,"Beep Games, Inc., TribetoyBeep Games, Inc.",29 Sep 2020,http://steamcommunity.com/app/1228870/reviews/?browsefilter=mostrecent&p=1,Positive,"Action,Arcade,Shooter,Steampunk,Singleplayer,Twin Stick Shooter,Local Co-Op,Retro,Co-op,Indie,Bullet Hell,Top-Down Shooter,Stylized,Alternate History,Third Person,Shoot 'Em Up",Bartlow's Dread Machine,https://store.steampowered.com/app/1228870/Bartlows_Dread_Machine/
43313,The Sojourn,Iceberg Interactive,54.38,0,"Adventure,Indie",794960.0,78.0,54.38,Shifting TidesIceberg Interactive,29 Sep 2020,http://steamcommunity.com/app/794960/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Puzzle,Atmospheric,First-Person,Adventure,Indie,Stylized,Relaxing,Singleplayer,Colorful,Mystery,Surreal,3D,Philosophical,Dark,Family Friendly,Puzzle Platformer,Walking Simulator,Exploration,Great Soundtrack,Story Rich",The Sojourn,https://store.steampowered.com/app/794960/The_Sojourn/
43316,Projection: First Light,Blowfish Studios,89.99,0,"Action,Adventure,Casual,Indie",726490.0,75.0,224.99,"Shadowplay Studios, Sweaty Chair, Blowfish StudiosBlowfish Studios",29 Sep 2020,http://steamcommunity.com/app/726490/reviews/?browsefilter=mostrecent&p=1,Positive,"Indie,Adventure,Action,Casual,2D,Platformer,Story Rich,Great Soundtrack,Colorful,Cute,Family Friendly,Beautiful",Projection: First Light,https://store.steampowered.com/app/726490/Projection_First_Light/
43442,STAR WARS™: Squadrons,Unknown,749.7,0,Unknown,1222730.0,79.0,2499.0,Unknown,unknown,http://steamcommunity.com/app/1222730/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Flight,Space,Multiplayer,VR,Sci-fi,Singleplayer,Action,Simulation,First-Person,PvP,Online Co-Op,Spaceships,Co-op,Shooter,Controller,Space Sim,Adventure,Female Protagonist,FPS,Strategy",STAR WARS™: Squadrons,https://store.steampowered.com/app/1222730/STAR_WARS_Squadrons/
43571,F.I.S.T.: Forged In Shadow Torch,Antiidelay,1359.2,0,"Action,Adventure,Indie,RPG,Simulation,Sports",1330470.0,79.0,1699.0,TiGamesAntiidelay,2 Oct 2021,http://steamcommunity.com/app/1330470/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Metroidvania,Action,2D Platformer,Platformer,Adventure,Steampunk,Indie,Exploration,Singleplayer,Retro,Story Rich,3D Vision,Linear,Simulation,Action-Adventure,Great Soundtrack,3D Platformer,RPG,Anime,Remake",F.I.S.T.: Forged In Shadow Torch,https://store.steampowered.com/app/1330470/FIST_Forged_In_Shadow_Torch/
43606,Ikenfell,Humble Games,112.49,0,"Indie,RPG",854940.0,69.0,224.99,Happy Ray GamesHumble Games,8 Oct 2020,http://steamcommunity.com/app/854940/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Indie,RPG,LGBTQ+,Pixel Graphics,Female Protagonist,Story Rich,Singleplayer,Fantasy,JRPG,Retro,Great Soundtrack,Turn-Based Tactics,Isometric,Turn-Based,Magic,Cute",Ikenfell,https://store.steampowered.com/app/854940/Ikenfell/
43634,The Survivalists,Team17,0.0,0,"Action,Adventure,Casual,Indie",897450.0,69.0,0.0,Team17Team17,17Publisher:Team17Franchise:Team17 9 Oct 2020,http://steamcommunity.com/app/897450/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Crafting,Adventure,Online Co-Op,Survival,Singleplayer,Open World Survival Craft,Base Building,Multiplayer,Sandbox,Open World,Co-op,Pixel Graphics,Exploration,2D,Casual,Hunting,Character Customization,Action,Top-Down,Procedural Generation",The Survivalists,https://store.steampowered.com/app/897450/The_Survivalists/
43704,Werewolf: The Apocalypse — Heart of the Forest,"Walkabout, Different Tales",71.99,0,"Adventure,Indie,RPG",1342620.0,78.0,179.99,"Different TalesWalkabout, Different Tales",13 Oct 2020,http://steamcommunity.com/app/1342620/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Visual Novel,Werewolves,Tabletop,RPG,Psychological Horror,Gothic,Interactive Fiction,Atmospheric,Adventure,Hand-drawn,Female Protagonist,Singleplayer,Horror,Psychedelic,Choose Your Own Adventure,Dark,Choices Matter,Mythology,Text-Based,Emotional",Werewolf: The Apocalypse — Heart of the Forest,https://store.steampowered.com/app/1342620/Werewolf_The_Apocalypse__Heart_of_the_Forest/
43737,Vigil: The Longest Night,Neon Doctrine,142.48,0,"Action,Indie,RPG",720560.0,75.0,142.48,Glass Heart GamesNeon Doctrine,14 Oct 2020,http://steamcommunity.com/app/720560/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Metroidvania,Side Scroller,Souls-like,Difficult,Platformer,Choices Matter,Action RPG,Female Protagonist,Action-Adventure,Stylized,Character Action Game,RPG,2D,Horror,Psychological Horror,Multiple Endings,Story Rich,Action,Fantasy,Adventure",Vigil: The Longest Night,https://store.steampowered.com/app/720560/Vigil_The_Longest_Night/
43745,ARCADE,EYEFRONT,18.89,0,"Action,Adventure,Casual,Massively Multiplayer",1030430.0,78.0,18.89,EYEFRONTEYEFRONT,14 Oct 2020,http://steamcommunity.com/app/1030430/reviews/?browsefilter=mostrecent&p=1,Positive,"Action,Casual,Adventure,Old School,Pixel Graphics,Difficult,Great Soundtrack,Replay Value,Massively Multiplayer,Music,Family Friendly,Controller,Space Sim",ARCADE,https://store.steampowered.com/app/1030430/ARCADE/
43749,Tears of Avia,PQube Limited,120.59,0,"RPG,Strategy",461510.0,56.0,179.99,CooCooSqueaky GamesPQube Limited,15 Oct 2020,http://steamcommunity.com/app/461510/reviews/?browsefilter=mostrecent&p=1,Mixed,"Fantasy,Turn-Based,JRPG,Story Rich,Magic,Tactical RPG,Turn-Based Strategy,Anime,RPG,Strategy,3D,Cinematic,Turn-Based Combat,Class-Based,Singleplayer,Strategy RPG,Cute,Adventure,Choices Matter,Action-Adventure",Tears of Avia,https://store.steampowered.com/app/461510/Tears_of_Avia/
43760,Raji: An Ancient Epic,Super.com,64.99,0,"Action,Adventure,Indie",730390.0,70.0,64.99,Nodding Heads GamesSuper.com,15 Oct 2020,http://steamcommunity.com/app/730390/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Relaxing,Hand-drawn,Mythology,Female Protagonist,Adventure,Action-Adventure,Action,Atmospheric,Exploration,Singleplayer,Emotional,Cute,Fantasy,Family Friendly,3D Platformer,3D,Controller,Colorful,Narration,Action RPG",Raji: An Ancient Epic,https://store.steampowered.com/app/730390/Raji_An_Ancient_Epic/
43781,Lucifer Within Us,Kitfox Games,146.24,0,"Indie,Strategy",717560.0,76.0,224.99,Kitfox GamesKitfox Games,15 Oct 2020,http://steamcommunity.com/app/717560/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Investigation,Detective,Sandbox,Experimental,Female Protagonist,3D,Third Person,Isometric,Story Rich,Nonlinear,Time Manipulation,Narration,Puzzle,Demons,Dystopian,Mystery,Simulation,Dark,Supernatural,Singleplayer",Lucifer Within Us,https://store.steampowered.com/app/717560/Lucifer_Within_Us/
43810,9 Monkeys of Shaolin,Buka Entertainment,60.73,0,"Action,Adventure,Indie,RPG",739080.0,71.0,60.73,Sobaka StudioBuka Entertainment,16 Oct 2020,http://steamcommunity.com/app/739080/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Online Co-Op,3D,Third Person,Ninja,Colorful,Story Rich,Beat 'em up,Martial Arts,Action,Adventure,Co-op,Local Co-Op,Side Scroller,Fighting,Character Customization,Retro,Indie,1990's,Hack and Slash,Singleplayer",9 Monkeys of Shaolin,https://store.steampowered.com/app/739080/9_Monkeys_of_Shaolin/
43873,Manifold Garden,William Chyr Studio,57.74,0,"Adventure,Indie",473950.0,85.0,57.74,William Chyr StudioWilliam Chyr Studio,20 Oct 2020,http://steamcommunity.com/app/473950/reviews/?browsefilter=mostrecent&p=1,Overwhelmingly Positive,"Puzzle,Surreal,Abstract,First-Person,Exploration,Experimental,Puzzle Platformer,Difficult,Psychedelic,Philosophical,Minimalist,Atmospheric,Nonlinear,Relaxing,Mystery,Indie,Adventure,Singleplayer,Colorful,Multiple Endings",Manifold Garden,https://store.steampowered.com/app/473950/Manifold_Garden/
43898,ScourgeBringer,"Dear Villagers, Yooreka Studio",148.98,0,"Action,Adventure,Indie",1037020.0,76.0,148.98,"Flying Oak Games, E-StudioDear Villagers, Yooreka Studio",21 Oct 2020,http://steamcommunity.com/app/1037020/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Indie,Action,Adventure,Roguelite,Pixel Graphics,Action Roguelike,Roguelike,Roguevania,2D,Metroidvania,Platformer,Singleplayer,Bullet Hell,Procedural Generation,Great Soundtrack,Perma Death,Replay Value,Difficult,Female Protagonist,Retro",ScourgeBringer,https://store.steampowered.com/app/1037020/ScourgeBringer/
43932,WHAT THE GOLF?,Triband,67.99,0,"Action,Adventure,Casual,Indie,Simulation",785790.0,83.0,67.99,TribandTriband,22 Oct 2020,http://steamcommunity.com/app/785790/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Memes,Level Editor,Comedy,Physics,Indie,Cute,Stylized,Funny,Casual,Singleplayer,Simulation,Satire,Action,Colorful,Local Multiplayer,Mini Golf,Parody,Puzzle,Adventure,Action-Adventure",WHAT THE GOLF?,https://store.steampowered.com/app/785790/WHAT_THE_GOLF/
44045,Transient: Extended Edition,Iceberg Interactive,19.99,0,"Adventure,Indie",962630.0,65.0,19.99,Stormling StudiosIceberg Interactive,28 Oct 2020,http://steamcommunity.com/app/962630/reviews/?browsefilter=mostrecent&p=1,Mixed,"Lovecraftian,Adventure,Cyberpunk,Psychological Horror,Story Rich,Puzzle,Dystopian,Atmospheric,Sci-fi,Walking Simulator,Conversation,Dark,Mystery,First-Person,Horror,Crime,Futuristic,Investigation,Detective,Classic",Transient: Extended Edition,https://store.steampowered.com/app/962630/Transient_Extended_Edition/
44070,Visage,SadSquare Studio,67.99,0,"Action,Adventure,Indie,Simulation",594330.0,81.0,67.99,SadSquare StudioSadSquare Studio,29 Oct 2020,http://steamcommunity.com/app/594330/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Horror,Psychological Horror,Survival Horror,Dark,First-Person,Multiplayer,Adventure,Atmospheric,Violent,Indie,Singleplayer,Realistic,Walking Simulator,Exploration,Early Access,Surreal,Simulation,Experimental,Action,Co-op",Visage,https://store.steampowered.com/app/594330/Visage/
44229,Apex Legends™,Electronic Arts,0.0,0,"Action,Adventure,Free to Play",1172470.0,88.0,0.0,Respawn EntertainmentElectronic Arts,4 Nov 2020,http://steamcommunity.com/app/1172470/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Free to Play,Battle Royale,Multiplayer,Shooter,First-Person,FPS,PvP,Hero Shooter,Action,Team-Based,Survival,Character Customization,Tactical,Sci-fi,Funny,Loot,Lore-Rich,Cyberpunk,Cinematic,Science",Apex Legends™,https://store.steampowered.com/app/1172470/Apex_Legends/
44247,The Last Show of Mr. Chardish,Hydra Games S.A.,47.49,0,"Action,Adventure,Casual,Indie",1164060.0,79.0,47.49,Punk NotionHydra Games S.A.,5 Nov 2020,http://steamcommunity.com/app/1164060/reviews/?browsefilter=mostrecent&p=1,Positive,"Story Rich,Exploration,Mystery,Casual,Narration,Indie,Emotional,Action-Adventure,Adventure,Singleplayer,Experimental,Female Protagonist,Walking Simulator,Hand-drawn,Action,Puzzle Platformer,Experience,Atmospheric,Character Action Game,Choose Your Own Adventure",The Last Show of Mr. Chardish,https://store.steampowered.com/app/1164060/The_Last_Show_of_Mr_Chardish/
44250,DIRT 5,"Codemasters, Electronic Arts",981.92,0,"Action,Adventure,Casual,Racing,Sports",1038250.0,72.0,981.92,"CodemastersCodemasters, Electronic Arts",5 Nov 2020,http://steamcommunity.com/app/1038250/reviews/?browsefilter=mostrecent&p=1,Mixed,"Racing,Driving,Offroad,Casual,Arcade,Action,4 Player Local,Multiplayer,Local Multiplayer,Sports,Adventure,Automobile Sim,Singleplayer,Atmospheric,First-Person,Colorful,Realistic,PvP,Sandbox,Local Co-Op",DIRT 5,https://store.steampowered.com/app/1038250/DIRT_5/
44252,Kosmokrats,Modern Wolf,90.99,0,Indie,1204410.0,73.0,129.99,Pixel DelusionModern Wolf,5 Nov 2020,http://steamcommunity.com/app/1204410/reviews/?browsefilter=mostrecent&p=1,Positive,"Puzzle,Space,Physics,Difficult,2.5D,Action,Stylized,Simulation,Atmospheric,Comedy,Adventure,Singleplayer,Indie,Sci-fi,Replay Value,Story Rich,Dark Humor,Alternate History,Funny,Great Soundtrack",Kosmokrats,https://store.steampowered.com/app/1204410/Kosmokrats/
44729,The Wonderful 101: Remastered,PlatinumGames Inc.,439.99,0,"Action,Adventure",1190400.0,85.0,439.99,PlatinumGames Inc.PlatinumGames Inc.,101: Remastered 19 May 2020,http://steamcommunity.com/app/1190400/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Action,Adventure,Superhero,Character Action Game,Action-Adventure,Remake,Spectacle fighter,3D,Hack and Slash,Beat 'em up,Great Soundtrack,Isometric,Cult Classic,Comedy,Difficult,Anime",The Wonderful 101: Remastered,https://store.steampowered.com/app/1190400/The_Wonderful_101_Remastered/
44829,Per Aspera,Raw Fury,121.97,0,"Indie,Simulation,Strategy",803050.0,79.0,121.97,Tlön IndustriesRaw Fury,3 Dec 2020,http://steamcommunity.com/app/803050/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Colony Sim,Base Building,Space,City Builder,Resource Management,Indie,Simulation,Science,Strategy,Mars,Sci-fi,Mystery,Artificial Intelligence,Difficult,Real-Time with Pause,Minimalist,Sandbox,Singleplayer,Automation,Story Rich",Per Aspera,https://store.steampowered.com/app/803050/Per_Aspera/
44862,Suzerain,Fellow Traveller,84.49,0,"Adventure,Indie,RPG",1207650.0,81.0,84.49,Torpor GamesFellow Traveller,4 Dec 2020,http://steamcommunity.com/app/1207650/reviews/?browsefilter=mostrecent&p=1,Very Positive,"Choose Your Own Adventure,Diplomacy,Strategy,Historical,Economy,Management,RPG,Political,Story Rich,Interactive Fiction,Political Sim,Choices Matter,Adventure,Politics,Multiple Endings,Visual Novel,Alternate History,Point & Click,Text-Based,2D",Suzerain,https://store.steampowered.com/app/1207650/Suzerain/
44903,Driftland: The Magic Revival,Star Drifters,33.74,0,"Indie,RPG,Simulation,Strategy",718650.0,76.0,224.99,Star DriftersStar Drifters,18 Apr 2019,http://steamcommunity.com/app/718650/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"Strategy,Simulation,City Builder,God Game,RTS,4X,Indie,Management,Magic,Fantasy,Resource Management,Grand Strategy,RPG,Base Building,Singleplayer,Multiplayer,Survival,War,Co-op,Time Management",Driftland: The Magic Revival,https://store.steampowered.com/app/718650/Driftland_The_Magic_Revival/
